sample_id,accession,study,bioproject_accession,biosample_accession,library_strategy,library_source,platform,instrument_model,filetype,deepconsensus_version,generator_facility,generator_contact,filename,total_gbp,n50,path,production,coverage
HG02809,SRR30729192,SRP305758,PRJNA701308,SAMN26237510,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Washington University,tgraves@wustl.edu,HG02809.m64043_210725_053930.dc.q20.fastq.gz,33.96,22026,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210725_053930.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,10.95
HG02809,SRR30729191,SRP305758,PRJNA701308,SAMN26237510,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Washington University,tgraves@wustl.edu,HG02809.m64043_210728_163353.dc.q20.fastq.gz,36.32,21657,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210728_163353.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.72
HG02809,SRR30729190,SRP305758,PRJNA701308,SAMN26237510,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Washington University,tgraves@wustl.edu,HG02809.m64043_210723_184340.dc.q20.fastq.gz,36.36,20862,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210723_184340.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.73
HG02809,SRR30729189,SRP305758,PRJNA701308,SAMN26237510,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Washington University,tgraves@wustl.edu,HG02809.m64043_210726_163819.dc.q20.fastq.gz,28.48,21999,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210726_163819.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,9.19
HG03942,SRR30729271,SRP305758,PRJNA701308,SAMN26267387,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG03942.m64076_210606_095247.dc.q20.fastq.gz,36.5,18938,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210606_095247.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.77
HG03942,SRR30729270,SRP305758,PRJNA701308,SAMN26267387,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG03942.m64076_210615_181342.dc.q20.fastq.gz,34.16,19052,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210615_181342.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.02
HG03942,SRR30729269,SRP305758,PRJNA701308,SAMN26267387,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG03942.m64076_210612_093800.dc.q20.fastq.gz,31.09,19541,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210612_093800.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,10.03
HG03942,SRR30729268,SRP305758,PRJNA701308,SAMN26267387,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG03942.m54329U_210613_071322.dc.q20.fastq.gz,23.78,18071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m54329U_210613_071322.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,7.67
HG03942,SRR30729267,SRP305758,PRJNA701308,SAMN26267387,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG03942.m54329U_210507_224951.dc.q20.fastq.gz,3.97,20195,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,1.28
HG04187,SRR30729266,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210611_031318.dc.q20.fastq.gz,30.46,18071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210611_031318.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,9.83
HG04187,SRR30729265,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210609_194302.dc.q20.fastq.gz,30.02,18098,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210609_194302.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,9.68
HG04187,SRR30729264,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210511_013535.dc.q20.fastq.gz,15.87,17340,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210511_013535.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,5.12
HG04187,SRR30729263,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210512_103416.dc.q20.fastq.gz,13.65,17385,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210512_103416.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,4.4
HG04187,SRR30729261,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210514_141159.dc.q20.fastq.gz,14.61,17444,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210514_141159.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,4.71
HG04187,SRR30729260,SRP305758,PRJNA701308,SAMN37706911,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,Rockefeller University,vgl-lab@rockefeller.edu,HG04187.m64055_210509_163848.dc.q20.fastq.gz,15.69,17171,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210509_163848.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,5.06
HG04204,SRR30729259,SRP305758,PRJNA701308,SAMN26267390,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04204.m54329U_210519_065152.dc.q20.fastq.gz,37.25,19864,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210519_065152.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,12.02
HG04204,SRR30729258,SRP305758,PRJNA701308,SAMN26267390,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04204.m54329U_210517_210109.dc.q20.fastq.gz,32.57,19563,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210517_210109.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,10.51
HG04204,SRR30729257,SRP305758,PRJNA701308,SAMN26267390,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04204.m54329U_210514_222517.dc.q20.fastq.gz,35.35,19576,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210514_222517.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.4
HG04204,SRR30729256,SRP305758,PRJNA701308,SAMN26267390,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04204.m54329U_210507_224951.dc.q20.fastq.gz,4.91,19578,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,1.58
HG04228,SRR30729255,SRP305758,PRJNA701308,SAMN26267391,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04228.m64076_210620_030428.dc.q20.fastq.gz,35.67,20216,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210620_030428.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.51
HG04228,SRR30729254,SRP305758,PRJNA701308,SAMN26267391,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04228.m64076_210618_160639.dc.q20.fastq.gz,34.89,19522,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210618_160639.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,11.25
HG04228,SRR30729253,SRP305758,PRJNA701308,SAMN26267391,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04228.m54329U_210725_100455.dc.q20.fastq.gz,42.62,18867,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210725_100455.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,13.75
HG04228,SRR30729252,SRP305758,PRJNA701308,SAMN26267391,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04228.m64076_210617_050849.dc.q20.fastq.gz,38.95,19500,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210617_050849.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,12.56
HG04228,SRR30729250,SRP305758,PRJNA701308,SAMN26267391,WGS,GENOMIC,PACBIO_SMRT,Sequel II,fastq,1.2,University of Washington,kmiyamot@uw.edu,HG04228.m54329U_210507_224951.dc.q20.fastq.gz,4.53,20185,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,1.46
